"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"56039","GRANADA, MN","J",33,"H",280,"H",1240,12,"GRANADA","MN","MARTIN"
"56041","HANSKA, MN","J",122,"J",1137,"J",3280,18,"HANSKA","MN","BROWN"
"56042","HARTLAND, MN","J",88,"J",780,"J",6937,15,"HARTLAND","MN","FREEBORN"
"56043","HAYWARD, MN","H",98,"G",875,"G",3633,14,"HAYWARD","MN","FREEBORN"
"56044","HENDERSON, MN","J",179,"G",2018,"G",9407,58,"HENDERSON","MN","SIBLEY"
"56045","HOLLANDALE, MN","H",87,"H",782,"H",3647,20,"HOLLANDALE","MN","FREEBORN"
"56046","HOPE, MN","J",24,"J",240,"J",1194,5,"HOPE","MN","STEELE"
"56047","HUNTLEY, MN","G",17,"J",142,"J",1167,4,"HUNTLEY","MN","FARIBAULT"
"56048","JANESVILLE, MN","G",534,"H",6917,"G",31597,68,"JANESVILLE","MN","WASECA"
"56050","KASOTA, MN","H",247,"H",2401,"G",12984,33,"KASOTA","MN","LE SUEUR"
"56051","KIESTER, MN","G",74,"G",528,"G",2523,12,"KIESTER","MN","FARIBAULT"
"56052","KILKENNY, MN","G",54,"H",329,"G",1730,18,"KILKENNY","MN","RICE"
"56054","LAFAYETTE, MN","J",138,"J",1693,"J",8642,24,"LAFAYETTE","MN","NICOLLET"
"56055","LAKE CRYSTAL, MN","H",1064,"H",13773,"H",59439,92,"LAKE CRYSTAL","MN","BLUE EARTH"
"56056","LA SALLE, MN","J",36,"J",347,"J",1495,7,"LA SALLE","MN","WATONWAN"
"56057","LE CENTER, MN","G",1039,"G",11078,"G",73897,105,"LE CENTER","MN","LE SUEUR"
"56058","LE SUEUR, MN","H",3764,"G",61371,"H",250353,145,"LE SUEUR","MN","LE SUEUR"
"56060","LEWISVILLE, MN","G",79,"G",617,"G",2723,8,"LEWISVILLE","MN","WATONWAN"
"56062","MADELIA, MN","G",1358,"G",14775,"G",61355,94,"MADELIA","MN","WATONWAN"
"56063","MADISON LAKE, MN","G",477,"G",4441,"G",21287,75,"MADISON LAKE","MN","BLUE EARTH"
"56065","MAPLETON, MN","G",489,"G",4516,"G",20686,66,"MAPLETON","MN","BLUE EARTH"
"56068","MINNESOTA LAKE, MN","G",114,"G",899,"G",4258,17,"MINNESOTA LAKE","MN","FARIBAULT"
"56069","MONTGOMERY, MN","G",882,"G",8579,"H",45052,119,"MONTGOMERY","MN","LE SUEUR"
"56071","NEW PRAGUE, MN","G",3764,"G",52754,"G",232198,385,"NEW PRAGUE","MN","SCOTT"
"56072","NEW RICHLAND, MN","H",192,"H",1969,"H",8292,49,"NEW RICHLAND","MN","WASECA"
"56073","NEW ULM, MN","G",9829,"G",119432,"H",497545,499,"NEW ULM","MN","BROWN"
"56074","NICOLLET, MN","G",425,"H",4112,"H",18026,50,"NICOLLET","MN","NICOLLET"
"56075","NORTHROP, MN","H",35,"H",242,"H",944,6,"NORTHROP","MN","MARTIN"
"56078","PEMBERTON, MN","J",32,"J",194,"H",1005,11,"PEMBERTON","MN","BLUE EARTH"
"56080","SAINT CLAIR, MN","H",141,"H",1158,"H",5222,17,"SAINT CLAIR","MN","BLUE EARTH"
"56081","SAINT JAMES, MN","H",1908,"H",22527,"H",93440,141,"SAINT JAMES","MN","WATONWAN"
"56082","SAINT PETER, MN","H",5227,"H",62474,"H",263575,272,"SAINT PETER","MN","NICOLLET"
"56083","SANBORN, MN","G",101,"G",1052,"G",5586,22,"SANBORN","MN","REDWOOD"
"56085","SLEEPY EYE, MN","G",1947,"G",24390,"G",119329,166,"SLEEPY EYE","MN","BROWN"
"56087","SPRINGFIELD, MN","H",1057,"G",9887,"H",44450,109,"SPRINGFIELD","MN","BROWN"
"56088","TRUMAN, MN","G",467,"G",5263,"G",25075,50,"TRUMAN","MN","MARTIN"
"56090","VERNON CENTER, MN","J",61,"H",910,"H",3649,13,"VERNON CENTER","MN","BLUE EARTH"
"56091","WALDORF, MN","J",25,"H",304,"G",1206,11,"WALDORF","MN","WASECA"
"56093","WASECA, MN","G",3404,"G",41871,"G",173527,305,"WASECA","MN","WASECA"
"56096","WATERVILLE, MN","G",348,"G",2767,"G",12720,68,"WATERVILLE","MN","LE SUEUR"
"56097","WELLS, MN","G",967,"G",12065,"G",50657,81,"WELLS","MN","FARIBAULT"
"56098","WINNEBAGO, MN","H",467,"J",4412,"H",19660,51,"WINNEBAGO","MN","FARIBAULT"
"56101","WINDOM, MN","G",4072,"G",44315,"G",195799,207,"WINDOM","MN","COTTONWOOD"
"56110","ADRIAN, MN","H",260,"G",2687,"G",13737,50,"ADRIAN","MN","NOBLES"
"56111","ALPHA, MN","J",21,"J",521,"H",1775,7,"ALPHA","MN","JACKSON"
"56114","AVOCA, MN","J",29,"J",239,"J",1143,7,"AVOCA","MN","MURRAY"
"56115","BALATON, MN","H",123,"G",997,"G",4509,32,"BALATON","MN","LYON"
"56116","BEAVER CREEK, MN","H",83,"H",777,"H",3184,15,"BEAVER CREEK","MN","ROCK"
"56117","BIGELOW, MN","H",22,"H",183,"H",961,7,"BIGELOW","MN","NOBLES"
"56118","BINGHAM LAKE, MN","J",99,"J",1774,"J",7322,6,"BINGHAM LAKE","MN","COTTONWOOD"
"56119","BREWSTER, MN","J",199,"J",5667,"J",16206,22,"BREWSTER","MN","NOBLES"
"56120","BUTTERFIELD, MN","H",266,"H",2364,"H",9911,15,"BUTTERFIELD","MN","WATONWAN"
"56121","CEYLON, MN","J",12,"J",195,"J",908,5,"CEYLON","MN","MARTIN"
"56122","CHANDLER, MN","H",605,"H",7795,"H",32141,23,"CHANDLER","MN","MURRAY"
"56123","CURRIE, MN","G",135,"G",1296,"G",5989,23,"CURRIE","MN","MURRAY"
"56127","DUNNELL, MN","J",36,"H",279,"H",1153,7,"DUNNELL","MN","MARTIN"
"56128","EDGERTON, MN","G",708,"H",7210,"H",37271,67,"EDGERTON","MN","PIPESTONE"
"56129","ELLSWORTH, MN","H",67,"G",858,"G",3404,18,"ELLSWORTH","MN","NOBLES"
"56131","FULDA, MN","G",325,"G",2511,"G",10864,59,"FULDA","MN","MURRAY"
"56132","GARVIN, MN","J",30,"H",297,"G",1398,8,"GARVIN","MN","LYON"
"56134","HARDWICK, MN","J",58,"G",766,"G",3632,14,"HARDWICK","MN","ROCK"
"56136","HENDRICKS, MN","J",346,"J",2854,"J",15487,40,"HENDRICKS","MN","LINCOLN"
"56137","HERON LAKE, MN","G",114,"H",1575,"H",6802,25,"HERON LAKE","MN","JACKSON"
"56138","HILLS, MN","J",163,"H",1434,"H",5839,21,"HILLS","MN","ROCK"
"56139","HOLLAND, MN","H",45,"G",412,"G",1709,13,"HOLLAND","MN","PIPESTONE"
"56141","IONA, MN","J",3,"J",14,"H",174,3,"IONA","MN","MURRAY"
"56142","IVANHOE, MN","H",115,"H",940,"H",3881,26,"IVANHOE","MN","LINCOLN"
"56143","JACKSON, MN","H",2703,"H",41312,"H",158860,161,"JACKSON","MN","JACKSON"
"56144","JASPER, MN","H",88,"H",990,"H",4717,21,"JASPER","MN","ROCK"
"56145","JEFFERS, MN","H",83,"H",954,"H",4745,20,"JEFFERS","MN","COTTONWOOD"
"56149","LAKE BENTON, MN","H",175,"H",1736,"H",7702,41,"LAKE BENTON","MN","LINCOLN"
"56150","LAKEFIELD, MN","G",796,"H",6549,"H",27702,81,"LAKEFIELD","MN","JACKSON"
"56151","LAKE WILSON, MN","H",84,"H",666,"G",4002,24,"LAKE WILSON","MN","MURRAY"
"56152","LAMBERTON, MN","H",368,"H",4853,"H",21741,45,"LAMBERTON","MN","REDWOOD"
"56153","LEOTA, MN","J",59,"H",431,"G",2254,13,"LEOTA","MN","NOBLES"
"56155","LISMORE, MN","G",66,"H",812,"G",4248,14,"LISMORE","MN","NOBLES"
"56156","LUVERNE, MN","G",2692,"G",29431,"G",122027,206,"LUVERNE","MN","ROCK"
"56157","LYND, MN","G",9,"G",71,"H",486,7,"LYND","MN","LYON"
"56158","MAGNOLIA, MN","J",33,"J",624,"J",2426,7,"MAGNOLIA","MN","ROCK"
"56159","MOUNTAIN LAKE, MN","G",673,"G",7480,"G",30464,52,"MOUNTAIN LAKE","MN","COTTONWOOD"
"56160","ODIN, MN","H",28,"J",214,"J",1045,5,"ODIN","MN","WATONWAN"
"56161","OKABENA, MN","H",29,"G",95,"H",525,8,"OKABENA","MN","JACKSON"
"56162","ORMSBY, MN","G",46,"H",438,"G",2299,13,"ORMSBY","MN","MARTIN"
"56164","PIPESTONE, MN","H",2280,"H",23925,"H",107440,200,"PIPESTONE","MN","PIPESTONE"
"56165","READING, MN","H",59,"H",577,"H",1880,4,"READING","MN","NOBLES"
"56166","REVERE, MN","J",19,"G",134,"G",786,5,"REVERE","MN","REDWOOD"
"56167","ROUND LAKE, MN","G",22,"J",142,"J",922,13,"ROUND LAKE","MN","NOBLES"
"56168","RUSHMORE, MN","J",90,"G",817,"G",4017,21,"RUSHMORE","MN","NOBLES"
"56169","RUSSELL, MN","J",31,"J",427,"H",2138,11,"RUSSELL","MN","LYON"
"56170","RUTHTON, MN","G",113,"H",1290,"H",5624,19,"RUTHTON","MN","PIPESTONE"
"56171","SHERBURN, MN","G",202,"G",1493,"G",6059,40,"SHERBURN","MN","MARTIN"
"56172","SLAYTON, MN","G",961,"G",9327,"G",42172,130,"SLAYTON","MN","MURRAY"
"56173","STEEN, MN","J",146,"H",632,"J",6889,6,"STEEN","MN","ROCK"
"56174","STORDEN, MN","J",69,"J",1079,"J",4827,7,"STORDEN","MN","COTTONWOOD"
"56175","TRACY, MN","G",732,"H",7913,"G",27947,86,"TRACY","MN","LYON"
"56176","TRIMONT, MN","G",247,"G",3395,"G",13968,35,"TRIMONT","MN","MARTIN"
"56178","TYLER, MN","G",529,"G",5283,"H",23900,72,"TYLER","MN","LINCOLN"
"56180","WALNUT GROVE, MN","H",84,"G",554,"G",2726,30,"WALNUT GROVE","MN","REDWOOD"
"56181","WELCOME, MN","G",332,"H",7482,"H",28437,28,"WELCOME","MN","MARTIN"
"56183","WESTBROOK, MN","H",257,"H",2034,"H",8638,36,"WESTBROOK","MN","COTTONWOOD"
"56185","WILMONT, MN","G",59,"H",496,"H",2253,17,"WILMONT","MN","NOBLES"
"56186","WOODSTOCK, MN","J",98,"H",1558,"H",6443,10,"WOODSTOCK","MN","PIPESTONE"
"56187","WORTHINGTON, MN","H",7853,"H",100363,"H",392062,384,"WORTHINGTON","MN","NOBLES"
"56201","WILLMAR, MN","G",14748,"G",182693,"G",748196,842,"WILLMAR","MN","KANDIYOHI"
"56207","ALBERTA, MN","J",21,"J",413,"J",1554,9,"ALBERTA","MN","STEVENS"
"56208","APPLETON, MN","H",541,"H",5236,"H",23794,60,"APPLETON","MN","SWIFT"
"56209","ATWATER, MN","H",319,"H",4253,"H",17642,56,"ATWATER","MN","KANDIYOHI"
"56211","BEARDSLEY, MN","H",62,"J",624,"J",3200,16,"BEARDSLEY","MN","BIG STONE"
"56212","BELLINGHAM, MN","G",74,"G",1049,"G",4614,9,"BELLINGHAM","MN","LAC QUI PARLE"
"56214","BELVIEW, MN","H",67,"G",465,"G",2256,18,"BELVIEW","MN","REDWOOD"
"56215","BENSON, MN","H",2310,"J",32543,"H",118713,158,"BENSON","MN","SWIFT"
"56216","BLOMKEST, MN","J",119,"J",1776,"J",8074,13,"BLOMKEST","MN","KANDIYOHI"
"56218","BOYD, MN","J",33,"J",276,"H",1305,13,"BOYD","MN","LAC QUI PARLE"
"56219","BROWNS VALLEY, MN","G",189,"G",1592,"G",8240,28,"BROWNS VALLEY","MN","TRAVERSE"
"56220","CANBY, MN","H",1053,"H",9349,"H",40321,106,"CANBY","MN","YELLOW MEDICINE"
"56221","CHOKIO, MN","H",115,"H",1590,"G",7683,19,"CHOKIO","MN","STEVENS"
"56222","CLARA CITY, MN","H",378,"G",4035,"G",19928,61,"CLARA CITY","MN","CHIPPEWA"
"56223","CLARKFIELD, MN","J",166,"H",1880,"H",7916,33,"CLARKFIELD","MN","YELLOW MEDICINE"
"56224","CLEMENTS, MN","H",66,"H",1008,"H",4278,12,"CLEMENTS","MN","REDWOOD"
"56225","CLINTON, MN","H",127,"H",840,"H",3840,20,"CLINTON","MN","BIG STONE"
"56226","CLONTARF, MN","J",49,"J",720,"J",2957,5,"CLONTARF","MN","SWIFT"
"56227","CORRELL, MN","J",10,"H",99,"J",598,7,"CORRELL","MN","BIG STONE"
"56228","COSMOS, MN","H",129,"H",1323,"H",5411,18,"COSMOS","MN","MEEKER"
"56229","COTTONWOOD, MN","H",679,"H",9642,"H",38364,43,"COTTONWOOD","MN","LYON"
"56230","DANUBE, MN","H",117,"H",1540,"H",8403,21,"DANUBE","MN","RENVILLE"
"56231","DANVERS, MN","J",41,"H",593,"H",2551,8,"DANVERS","MN","SWIFT"
"56232","DAWSON, MN","G",821,"G",8158,"G",35384,71,"DAWSON","MN","LAC QUI PARLE"
"56235","DONNELLY, MN","H",24,"H",327,"H",1308,9,"DONNELLY","MN","STEVENS"
"56236","DUMONT, MN","J",21,"G",271,"G",1272,11,"DUMONT","MN","TRAVERSE"
"56237","ECHO, MN","H",93,"H",897,"H",4194,14,"ECHO","MN","YELLOW MEDICINE"
"56239","GHENT, MN","H",48,"G",377,"G",1892,7,"GHENT","MN","LYON"
"56240","GRACEVILLE, MN","H",231,"H",2903,"H",11246,27,"GRACEVILLE","MN","BIG STONE"
"56241","GRANITE FALLS, MN","G",2292,"H",32619,"H",149812,138,"GRANITE FALLS","MN","YELLOW MEDICINE"
"56243","GROVE CITY, MN","G",220,"G",1971,"G",8721,33,"GROVE CITY","MN","MEEKER"
"56244","HANCOCK, MN","H",304,"H",3435,"H",20235,42,"HANCOCK","MN","STEVENS"
"56245","HANLEY FALLS, MN","G",91,"H",1159,"H",4530,15,"HANLEY FALLS","MN","YELLOW MEDICINE"
"56248","HERMAN, MN","H",121,"G",925,"G",4823,32,"HERMAN","MN","GRANT"
"56249","HOLLOWAY, MN","H",87,"J",3098,"J",7738,7,"HOLLOWAY","MN","SWIFT"
"56251","KANDIYOHI, MN","G",141,"G",917,"G",4272,33,"KANDIYOHI","MN","KANDIYOHI"
"56252","KERKHOVEN, MN","H",244,"H",1977,"H",8901,44,"KERKHOVEN","MN","SWIFT"
"56253","LAKE LILLIAN, MN","G",145,"G",1419,"G",8532,27,"LAKE LILLIAN","MN","KANDIYOHI"
"56255","LUCAN, MN","G",86,"G",552,"G",2575,8,"LUCAN","MN","REDWOOD"
"56256","MADISON, MN","H",599,"H",6722,"H",27669,85,"MADISON","MN","LAC QUI PARLE"
"56257","MARIETTA, MN","H",38,"H",432,"H",2464,6,"MARIETTA","MN","LAC QUI PARLE"
"56258","MARSHALL, MN","G",10543,"H",155822,"H",565035,580,"MARSHALL","MN","LYON"
"56260","MAYNARD, MN","G",130,"J",1472,"J",8933,26,"MAYNARD","MN","CHIPPEWA"
"56262","MILAN, MN","J",69,"J",666,"J",3020,15,"MILAN","MN","CHIPPEWA"
"56263","MILROY, MN","J",34,"J",288,"J",1414,9,"MILROY","MN","REDWOOD"
"56264","MINNEOTA, MN","H",456,"G",3924,"G",17003,46,"MINNEOTA","MN","LYON"
"56265","MONTEVIDEO, MN","G",3724,"G",44214,"G",187327,244,"MONTEVIDEO","MN","CHIPPEWA"
"56266","MORGAN, MN","H",237,"J",3073,"J",14761,40,"MORGAN","MN","REDWOOD"
"56267","MORRIS, MN","G",3614,"H",46494,"H",213837,243,"MORRIS","MN","STEVENS"
"56270","MORTON, MN","H",934,"H",6027,"H",25927,22,"MORTON","MN","RENVILLE"
"56271","MURDOCK, MN","J",152,"H",1977,"H",9730,26,"MURDOCK","MN","SWIFT"
"56273","NEW LONDON, MN","G",1251,"G",13042,"G",61504,166,"NEW LONDON","MN","KANDIYOHI"
"56274","NORCROSS, MN","J",10,"J",70,"J",406,3,"NORCROSS","MN","GRANT"
"56276","ODESSA, MN","J",44,"J",547,"J",15490,8,"ODESSA","MN","BIG STONE"
"56277","OLIVIA, MN","H",917,"H",11264,"H",47532,133,"OLIVIA","MN","RENVILLE"
"56278","ORTONVILLE, MN","G",902,"G",8013,"G",37026,102,"ORTONVILLE","MN","BIG STONE"
"56279","PENNOCK, MN","G",92,"G",839,"G",6106,25,"PENNOCK","MN","KANDIYOHI"
"56280","PORTER, MN","J",69,"H",561,"H",2624,13,"PORTER","MN","YELLOW MEDICINE"
"56281","PRINSBURG, MN","H",547,"H",7334,"H",46397,31,"PRINSBURG","MN","KANDIYOHI"
"56282","RAYMOND, MN","H",177,"G",1546,"G",7020,38,"RAYMOND","MN","KANDIYOHI"
"56283","REDWOOD FALLS, MN","G",2877,"G",35290,"G",146906,272,"REDWOOD FALLS","MN","REDWOOD"
"56284","RENVILLE, MN","H",1047,"H",15383,"H",74478,66,"RENVILLE","MN","RENVILLE"
"56285","SACRED HEART, MN","G",148,"G",1391,"G",5748,27,"SACRED HEART","MN","RENVILLE"
"56288","SPICER, MN","G",1029,"G",7411,"G",39729,164,"SPICER","MN","KANDIYOHI"
"56289","SUNBURG, MN","H",35,"G",227,"G",1246,15,"SUNBURG","MN","KANDIYOHI"
"56291","TAUNTON, MN","J",25,"G",212,"G",1353,10,"TAUNTON","MN","LYON"
"56292","VESTA, MN","H",88,"H",919,"H",4351,12,"VESTA","MN","REDWOOD"
"56293","WABASSO, MN","H",367,"H",4271,"H",19641,41,"WABASSO","MN","REDWOOD"
"56294","WANDA, MN","J",20,"J",343,"J",1671,3,"WANDA","MN","REDWOOD"
"56295","WATSON, MN","H",45,"H",109,"J",2020,11,"WATSON","MN","CHIPPEWA"
"56296","WHEATON, MN","G",532,"G",7505,"G",29829,77,"WHEATON","MN","TRAVERSE"
"56297","WOOD LAKE, MN","G",96,"G",904,"H",4100,16,"WOOD LAKE","MN","YELLOW MEDICINE"
"56301","SAINT CLOUD, MN","G",20554,"G",263088,"G",1087592,1194,"SAINT CLOUD","MN","STEARNS"
"56302","SAINT CLOUD, MN","G",1677,"G",29711,"G",111915,52,"SAINT CLOUD","MN","STEARNS"
"56303","SAINT CLOUD, MN","H",20327,"H",310288,"H",1251310,524,"SAINT CLOUD","MN","STEARNS"
"56304","SAINT CLOUD, MN","G",6692,"G",82431,"G",338828,306,"SAINT CLOUD","MN","SHERBURNE"
"56307","ALBANY, MN","G",1943,"G",25014,"G",104514,148,"ALBANY","MN","STEARNS"
"56308","ALEXANDRIA, MN","G",16049,"G",229203,"G",922004,1046,"ALEXANDRIA","MN","DOUGLAS"
"56309","ASHBY, MN","H",298,"H",2786,"H",13768,38,"ASHBY","MN","GRANT"
"56310","AVON, MN","H",4895,"J",170296,"H",506440,113,"AVON","MN","STEARNS"
"56311","BARRETT, MN","J",219,"J",2119,"J",8592,26,"BARRETT","MN","GRANT"
"56312","BELGRADE, MN","J",773,"J",11341,"J",51902,55,"BELGRADE","MN","STEARNS"
"56313","BOCK, MN","J",43,"J",253,"H",1080,6,"BOCK","MN","MILLE LACS"
"56314","BOWLUS, MN","J",51,"H",256,"H",1265,15,"BOWLUS","MN","MORRISON"
"56315","BRANDON, MN","G",396,"G",4035,"G",17169,52,"BRANDON","MN","DOUGLAS"
"56316","BROOTEN, MN","H",219,"H",2508,"H",12854,43,"BROOTEN","MN","STEARNS"
"56317","BUCKMAN, MN","J",58,"J",982,"J",3685,3,"BUCKMAN","MN","MORRISON"
"56318","BURTRUM, MN","G",127,"G",899,"G",4117,19,"BURTRUM","MN","TODD"
"56319","CARLOS, MN","H",98,"G",903,"G",4675,24,"CARLOS","MN","DOUGLAS"
"56320","COLD SPRING, MN","G",4742,"G",61992,"H",270950,216,"COLD SPRING","MN","STEARNS"
"56321","COLLEGEVILLE, MN","J",1110,"H",8960,"H",36738,7,"COLLEGEVILLE","MN","STEARNS"
"56323","CYRUS, MN","G",52,"H",427,"G",2676,13,"CYRUS","MN","POPE"
"56324","DALTON, MN","H",124,"H",1189,"H",7559,27,"DALTON","MN","OTTER TAIL"
"56325","ELROSA, MN","G",109,"H",1203,"H",5899,15,"ELROSA","MN","STEARNS"
"56326","EVANSVILLE, MN","J",165,"J",1180,"H",6018,36,"EVANSVILLE","MN","DOUGLAS"
"56327","FARWELL, MN","J",142,"J",1491,"J",6670,14,"FARWELL","MN","DOUGLAS"
"56328","FLENSBURG, MN","G",11,"G",70,"G",310,3,"FLENSBURG","MN","MORRISON"
"56329","FOLEY, MN","H",1430,"H",14316,"H",65842,173,"FOLEY","MN","BENTON"
"56330","FORESTON, MN","G",267,"G",2980,"G",13303,39,"FORESTON","MN","MILLE LACS"
"56331","FREEPORT, MN","H",538,"G",5889,"G",28488,74,"FREEPORT","MN","STEARNS"
"56332","GARFIELD, MN","G",293,"G",3043,"G",14768,48,"GARFIELD","MN","DOUGLAS"
"56333","GILMAN, MN","J",63,"H",533,"H",2423,7,"GILMAN","MN","BENTON"
"56334","GLENWOOD, MN","G",2188,"G",30158,"G",129917,181,"GLENWOOD","MN","POPE"
"56335","GREENWALD, MN","J",35,"J",320,"J",1397,9,"GREENWALD","MN","STEARNS"
"56336","GREY EAGLE, MN","H",395,"H",3667,"H",14979,40,"GREY EAGLE","MN","TODD"
"56338","HILLMAN, MN","G",82,"H",460,"H",3880,30,"HILLMAN","MN","MORRISON"
"56339","HOFFMAN, MN","G",222,"G",1906,"G",9476,34,"HOFFMAN","MN","GRANT"
"56340","HOLDINGFORD, MN","H",598,"J",8211,"J",36287,44,"HOLDINGFORD","MN","STEARNS"
"56341","HOLMES CITY, MN","J",10,"H",30,"H",210,4,"HOLMES CITY","MN","DOUGLAS"
"56342","ISLE, MN","H",612,"H",5963,"H",27152,72,"ISLE","MN","MILLE LACS"
"56343","KENSINGTON, MN","H",163,"G",1227,"G",5911,32,"KENSINGTON","MN","DOUGLAS"
"56345","LITTLE FALLS, MN","G",5611,"G",66010,"G",282643,461,"LITTLE FALLS","MN","MORRISON"
"56347","LONG PRAIRIE, MN","G",2672,"G",33292,"G",146699,178,"LONG PRAIRIE","MN","TODD"
"56349","LOWRY, MN","G",119,"H",1125,"H",5213,21,"LOWRY","MN","POPE"
"56350","MC GRATH, MN","J",25,"H",189,"H",1131,10,"MC GRATH","MN","AITKIN"
"56352","MELROSE, MN","G",2635,"G",41365,"G",166378,158,"MELROSE","MN","STEARNS"
"56353","MILACA, MN","G",2077,"H",18328,"H",84152,248,"MILACA","MN","MILLE LACS"
"56354","MILTONA, MN","H",131,"G",1044,"G",5783,40,"MILTONA","MN","DOUGLAS"
"56355","NELSON, MN","J",95,"H",786,"H",2856,16,"NELSON","MN","DOUGLAS"
"56356","NEW MUNICH, MN","J",68,"J",793,"J",4684,11,"NEW MUNICH","MN","STEARNS"
"56357","OAK PARK, MN","H",41,"H",440,"H",2750,16,"OAK PARK","MN","BENTON"
"56358","OGILVIE, MN","H",191,"H",1491,"H",7697,47,"OGILVIE","MN","KANABEC"
"56359","ONAMIA, MN","H",1777,"H",27545,"H",106201,85,"ONAMIA","MN","MILLE LACS"
"56360","OSAKIS, MN","H",663,"G",6191,"G",27335,89,"OSAKIS","MN","DOUGLAS"
"56361","PARKERS PRAIRIE, MN","H",510,"H",4548,"H",20825,78,"PARKERS PRAIRIE","MN","OTTER TAIL"
"56362","PAYNESVILLE, MN","H",2097,"G",26347,"G",114469,210,"PAYNESVILLE","MN","STEARNS"
"56363","PEASE, MN","G",30,"G",384,"G",1848,8,"PEASE","MN","MILLE LACS"
"56364","PIERZ, MN","G",882,"G",8067,"G",43651,168,"PIERZ","MN","MORRISON"
"56367","RICE, MN","G",1514,"G",18004,"G",87468,142,"RICE","MN","BENTON"
"56368","RICHMOND, MN","G",700,"G",5671,"G",25700,124,"RICHMOND","MN","STEARNS"
"56369","ROCKVILLE, MN","H",316,"J",6110,"H",25886,22,"ROCKVILLE","MN","STEARNS"
"56373","ROYALTON, MN","H",482,"G",4050,"G",20083,72,"ROYALTON","MN","MORRISON"
"56374","SAINT JOSEPH, MN","H",2991,"G",34480,"G",169267,243,"SAINT JOSEPH","MN","STEARNS"
"56375","SAINT STEPHEN, MN","H",210,"G",1918,"G",8568,21,"SAINT STEPHEN","MN","STEARNS"
"56376","SAINT MARTIN, MN","G",269,"H",4839,"G",18226,20,"SAINT MARTIN","MN","STEARNS"
"56377","SARTELL, MN","G",5389,"G",73175,"G",309449,367,"SARTELL","MN","STEARNS"
"56378","SAUK CENTRE, MN","G",3441,"G",41059,"H",171869,289,"SAUK CENTRE","MN","STEARNS"
"56379","SAUK RAPIDS, MN","G",7840,"H",104762,"H",446869,441,"SAUK RAPIDS","MN","BENTON"
"56381","STARBUCK, MN","G",474,"G",4486,"G",21206,81,"STARBUCK","MN","POPE"
"56382","SWANVILLE, MN","H",144,"H",1041,"H",5086,37,"SWANVILLE","MN","MORRISON"
"56384","UPSALA, MN","G",149,"G",1139,"G",4590,20,"UPSALA","MN","MORRISON"
"56385","VILLARD, MN","H",279,"J",4586,"J",20868,22,"VILLARD","MN","POPE"
"56386","WAHKON, MN","H",62,"G",677,"G",2748,17,"WAHKON","MN","MILLE LACS"
"56387","WAITE PARK, MN","G",8483,"G",93181,"G",380913,414,"WAITE PARK","MN","STEARNS"
"56389","WEST UNION, MN","J",14,"J",34,"J",156,5,"WEST UNION","MN","TODD"
"56401","BRAINERD, MN","G",11787,"G",134592,"G",588078,891,"BRAINERD","MN","CROW WING"
"56425","BAXTER, MN","G",7569,"G",77733,"G",315861,422,"BAXTER","MN","CROW WING"
"56431","AITKIN, MN","G",2392,"G",30718,"G",126915,258,"AITKIN","MN","AITKIN"
"56433","AKELEY, MN","G",119,"G",562,"G",3086,30,"AKELEY","MN","HUBBARD"
"56435","BACKUS, MN","G",366,"H",3887,"G",17639,52,"BACKUS","MN","CASS"
"56436","BENEDICT, MN","G",6,"H",52,"H",257,3,"BENEDICT","MN","HUBBARD"
"56437","BERTHA, MN","G",141,"G",1192,"G",4875,24,"BERTHA","MN","TODD"
"56438","BROWERVILLE, MN","G",366,"G",2522,"G",10745,70,"BROWERVILLE","MN","TODD"
"56440","CLARISSA, MN","J",198,"J",1394,"J",6301,23,"CLARISSA","MN","TODD"
"56441","CROSBY, MN","H",1969,"J",28168,"J",122575,94,"CROSBY","MN","CROW WING"
"56442","CROSSLAKE, MN","G",1239,"G",11298,"G",55100,176,"CROSSLAKE","MN","CROW WING"
"56443","CUSHING, MN","G",139,"G",1067,"G",5667,35,"CUSHING","MN","MORRISON"
"56444","DEERWOOD, MN","H",687,"H",9330,"H",44057,77,"DEERWOOD","MN","CROW WING"
"56446","EAGLE BEND, MN","H",270,"H",2377,"G",11966,49,"EAGLE BEND","MN","TODD"
"56447","EMILY, MN","H",194,"H",1539,"G",7753,34,"EMILY","MN","CROW WING"
"56448","FIFTY LAKES, MN","G",15,"J",138,"H",887,9,"FIFTY LAKES","MN","CROW WING"
"56449","FORT RIPLEY, MN","H",282,"G",2011,"G",8931,35,"FORT RIPLEY","MN","CROW WING"
"56450","GARRISON, MN","G",278,"G",1591,"G",7641,40,"GARRISON","MN","CROW WING"
"56452","HACKENSACK, MN","H",519,"H",4954,"H",24876,71,"HACKENSACK","MN","CASS"
"56453","HEWITT, MN","J",29,"J",261,"J",1008,6,"HEWITT","MN","TODD"
"56455","IRONTON, MN","G",242,"G",2831,"G",11164,32,"IRONTON","MN","CROW WING"
"56456","JENKINS, MN","J",59,"G",283,"G",1638,7,"JENKINS","MN","CROW WING"
"56458","LAKE GEORGE, MN","G",81,"H",914,"H",3940,7,"LAKE GEORGE","MN","HUBBARD"
"56461","LAPORTE, MN","G",204,"G",2032,"H",11689,65,"LAPORTE","MN","HUBBARD"
